gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,55-CD4_S41_L002,56-CD4_S43_L002,57-CD4-B_S45_L002,58-CD4-B_S49_L002,60-CD4-B_S53_L002
ENSMUSG00000052684,Jun,16476,jun proto-oncogene,12238.419860395696,1.126905477410166,0.10412338742295525,10.822789243617386,2.6848001164674665e-27,2.4941793081982765e-23,7217,8782,17108,13530,13801
ENSMUSG00000027425,Kat14,228714,lysine acetyltransferase 14,218.34906304163735,4.206114753962996,0.475831157109619,8.839511013764948,9.61384334690839e-19,4.465630234638948e-15,24,18,485,280,248
ENSMUSG00000040899,Ccr6,12458,chemokine (C-C motif) receptor 6,896.6900900327678,1.9721036385492772,0.2419042854439138,8.152412988179638,3.5673361133568323e-16,1.1046850831028323e-12,374,347,1547,925,1193
ENSMUSG00000003545,Fosb,14282,FBJ osteosarcoma oncogene B,12413.39112244172,1.4906588889507077,0.18918965589923328,7.879177547342581,3.295429579751007e-15,7.653635198971715e-12,5207,8230,17749,16200,13398
ENSMUSG00000005410,Mcm5,17218,minichromosome maintenance complex component 5,3005.778468649077,-0.9286735175286404,0.12052090276241603,-7.705497521532369,1.3033450636686296e-14,2.421615128296314e-11,4367,5009,2398,1819,2066
ENSMUSG00000076609,Igkc,16071,immunoglobulin kappa constant,1147.4022101821922,3.0551382252066417,0.40347330846423357,7.572095008801477,3.672527016013664e-14,5.6862959964611566e-11,147,340,1139,1954,1809
ENSMUSG00000003847,Nfat5,54446,nuclear factor of activated T cells 5,2317.941025408711,1.3064127168948323,0.1751671967954564,7.458089989419292,8.778570859818353e-14,1.1650417612530356e-10,1355,1377,2844,2908,2819
ENSMUSG00000076472,Trbv15,100124679,"T cell receptor beta, variable 15",512.0862626870603,-2.788701799620655,0.3852653664570052,-7.2383921380378435,4.540350849129769e-13,5.272482423551944e-10,1058,1294,106,115,206
ENSMUSG00000002983,Relb,19698,avian reticuloendotheliosis viral (v-rel) oncogene related B,866.4626541264438,3.0737848177799645,0.43806894391521745,7.016669089363376,2.2721988436595436e-12,2.3454141397330174e-9,143,215,676,1504,1500
ENSMUSG00000055322,Tns1,21961,tensin 1,657.83311363998655,-1.5586622020995644,0.22410419111081242,-6.955078324835323,3.5236621127841312e-12,3.2734821027764578e-9,1053,1391,365,297,387
ENSMUSG00000067149,Jchain,16069,immunoglobulin joining chain,248.22594031036198,3.5050473953585017,0.5345284427809595,6.5572701372503195,5.48016887920612e-11,4.6282517170749864e-8,27,51,217,404,459
ENSMUSG00000015599,Ttbk1,106763,tau tubulin kinase 1,491.71322632019127,1.732812091020011,0.2662347487067405,6.5085872503018605,7.586084371356371e-11,5.872893650825057e-8,222,235,844,565,546
ENSMUSG00000064368,ND6,17722,NADH dehydrogenase subunit 6,706.8664412225652,1.4211121040704628,0.2201514620878293,6.455156330070209,1.0810724627569638e-10,7.725510137701687e-8,366,420,1051,698,945
ENSMUSG00000019256,Ahr,11622,aryl-hydrocarbon receptor,853.4583429835644,1.495144146812223,0.2321354741313185,6.440825782475726,1.1882520572957173e-10,7.884901151626581e-8,422,489,1410,818,1076
ENSMUSG00000030149,Klrk1,27007,"killer cell lectin-like receptor subfamily K, member 1",193.49761963671958,3.02538215543104,0.4911502529777727,6.159789467863627,7.284171808760224e-10,4.511330406892166e-7,29,54,420,176,270
ENSMUSG00000006800,Sulf2,72043,sulfatase 2,94.38761808638267,3.275330989867265,0.5346341693452267,6.126303138983063,8.99443687485729e-10,5.222394910464015e-7,15,19,153,147,116
ENSMUSG00000054676,1600014C10Rik,72244,RIKEN cDNA 1600014C10 gene,312.62619009361094,2.1330530124422635,0.3507213613318868,6.081902181098575,1.1876502190137715e-9,6.490159138022316e-7,100,131,354,440,471
ENSMUSG00000076749,Trgc1,107573,"T cell receptor gamma, constant 1",502.70533826531386,2.6112214584900384,0.43454401083634575,6.00910700268161,1.865479780649392e-9,9.627948423462694e-7,115,163,1168,624,401
ENSMUSG00000020889,Nr1d1,217166,"nuclear receptor subfamily 1, group D, member 1",619.4809381957236,2.1217621291319735,0.3548956489494752,5.978552105140175,2.251296061243422e-9,1.1007652846816523e-6,227,230,1343,598,664
ENSMUSG00000017737,Mmp9,17395,matrix metallopeptidase 9,382.89668998912015,2.2452660278578027,0.38785495757530347,5.788932135595756,7.083530772665298e-9,3.290300043903031e-6,137,124,437,423,714
